,lat,lon
474,30.655634000000006,104.080967
475,30.656281,104.081359
476,30.656799,104.081668
477,30.656453000000006,104.082481
478,30.655978,104.083362
479,30.655819,104.083492
480,30.65567,104.083542
481,30.655416,104.083376
482,30.655203000000004,104.083274
483,30.654557,104.082766
484,30.65413,104.082455
485,30.65347,104.081955
486,30.652987,104.081592
487,30.652649,104.081397
488,30.652089,104.081064
489,30.65207,104.081083
490,30.652071000000007,104.081128
491,30.65207,104.081173
492,30.652011,104.081131
493,30.651737,104.081058
494,30.651490000000006,104.080863
495,30.651717,104.080168
496,30.651947,104.079585
497,30.651984,104.079356
