影响,188
不能,154
家庭,145
负担,111
没有,93
开销,89
基本,88
照顾,77
有影响,73
家人,59
时间,55
孩子,55
能够,53
关系,51
收入,42
没有影响,37
参加,36
工作,34
老人,33
不够,27
勉强,25
回家,23
家里,21
很大,18
父母,18
陪伴,17
小孩,16
开支,16
不了,16
夫妻,16
关心,13
因为,13
感情,13
无法,12
生活,12
可以,12
维持,12
一定,11
压力,11
自己,10
一个,10
支持,10
很少,9
长期,9
妻子,9
沟通,9
经常,9
聚少离多,8
子女,8
承担,8
理解,8
时候,8
爱人,7
增加,7
导致,7
一次,7
什么,7
目前,7
结婚,6
教育,6
不到,6
一般,6
有时,6
夫妻关系,6
和谐,6
离婚,6
严重,6
疏远,5
里人,5
家里人,5
意见,5
有点,5
不是,5
需要,5
虽然,5
矛盾,5
一个月,5
朋友,5
分居,5
满足,5
其他,5
学习,5
一起,5
只是,5
一些,4
成长,4
日常,4
交流,4
女朋友,4
本人,4
节约,4
之间,4
愧对,4
加班,4
支撑,4
夫妻感情,4
经济,4
不好,4
任何,4
家中,4
管理,4
非常,4
干部,4
以来,4
事情,3
团聚,3
女儿,3
已经,3
几乎,3
他们,3
赡养,3
未婚,3
产生,3
误会,3
基本上,3
所以,3
自驾,3
有时候,3
次数,3
两地,3
两地分居,3
见面,3
缺少,3
工资,3
周末,3
只能,3
母亲,3
感觉,3
减少,3
敷出,3
入不敷出,3
配偶,3
免强,3
很多,3
无人,3
但是,3
还是,3
有些,3
长时间,3
问题,3
困难,3
及时,3
工作量,3
老婆,3
帮助,3
正常,2
拮据,2
处理,2
相处,2
身体,2
不足,2
吵架,2
够用,2
加重,2
缺乏,2
个人,2
妻儿,2
出钱,2
一样,2
没什么,2
如果,2
忠孝,2
两全,2
生病,2
身边,2
父爱,2
有所,2
比如,2
兼顾,2
每月,2
必要,2
状况,2
节假,2
假日,2
节假日,2
好好,2
方便,2
为了,2
感到,2
失去,2
车费,2
油费,2
而且,2
越来,2
越来越,2
媳妇,2
主要,2
离家,2
离家近,2
月光,2
心理,2
甚至,2
补助,2
反而,2
开展,2
不合,2
生疏,2
不多,2
差不多,2
以前,2
增多,2
不敢,2
一年,2
回去,2
出生,2
驾车,2
自驾车,2
年龄,2
领导,2
任务,2
里面,2
刚刚,2
比较,2
现在,2
小村,2
下沉,2
融洽,2
心里,2
父亲,2
回过,2
完全,2
休息,2
有事,2
暂时,2
支付,2
彼此,1
减轻,1
亲人,1
就是,1
患病,1
工作队,1
儿女,1
不见,1
微妙,1
有利,1
有利有弊,1
常常,1
争吵,1
讨厌,1
继续,1
抚养,1
